Date of Stop ,Time Of Stop ,Race,Sex,Age,ReasonForStop,ResultsOfSearch,ResultOfStop,Location of Stop ,District
5/20/16,19:30:00,W WHITE,F,52,1 Moving Violation,1 No Search,2 Citation,NORTH  INDIANA To W/B MARIPOSA,C
5/20/16,14:51:00,H HISPANIC,M,36,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST At 3RD ST,B
5/20/16,15:21:00,W WHITE,M,42,1 Moving Violation,1 No Search,2 Citation,EAST  HARRISON ST E of 3RD ST,B
5/20/16,16:12:00,A ASIAN,M,64,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST To E/B BRYANT ST,B
5/20/16,16:21:00,W WHITE,M,51,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST At BRYANT ST,B
5/20/16,16:34:00,H HISPANIC,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST To N/B 2ND ST,B
5/20/16,16:44:00,W WHITE,M,31,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,SOUTH  2ND ST To W/B HARRISON ST,B
5/20/16,8:51:00,H HISPANIC,M,37,1 Moving Violation,1 No Search,2 Citation,WEST  IRVING ST N of 19TH AVE,I
5/20/16,9:01:00,A ASIAN,M,81,1 Moving Violation,1 No Search,3 Warning,EAST  IRVING ST N of 19TH AVE,I
5/20/16,10:30:00,O ALL OTHERS,F,45,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  19TH AVE SLOAT,I
5/20/16,10:44:00,W WHITE,F,48,1 Moving Violation,1 No Search,3 Warning,WEST  TARAVAL ST S of 19TH AVE,I
5/20/16,14:02:00,A ASIAN,M,66,1 Moving Violation,1 No Search,2 Citation,SOUTH  OCTAVIA At FELL ST,E
5/21/16,10:30:00,H HISPANIC,F,43,1 Moving Violation,1 No Search,2 Citation,NORTH  5TH ST At HARRISON ST.,B
5/21/16,10:43:00,W WHITE,M,64,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST. At 5TH ST.,B
5/21/16,10:06:00,A ASIAN,F,33,1 Moving Violation,1 No Search,2 Citation,WEST  4TH ST. At 855 FOLSOM ST.,B
5/21/16,12:36:00,W WHITE,F,66,1 Moving Violation,1 No Search,2 Citation,116 SOUTH  MONTGOMERY ST. N of SUTTER ST.,A
5/21/16,15:37:00,O ALL OTHERS,M,25,1 Moving Violation,1 No Search,2 Citation,WEST  TOWNSEND ST At 5TH ST,B
5/21/16,18:12:00,O ALL OTHERS,M,48,1 Moving Violation,1 No Search,3 Warning,EAST  MISSION ST To N/B 3RD ST,B
5/21/16,18:21:00,H HISPANIC,M,30,1 Moving Violation,1 No Search,2 Citation,WEST  MARKET ST E of NEW MONTGOMERY ST,A
5/21/16,18:57:00,B BLACK,F,23,1 Moving Violation,1 No Search,2 Citation,EAST OAKDALE AT LOOMIS,C
4/29/16,12:56:00,W WHITE,M,34,1 Moving Violation,1 No Search,2 Citation,WEST  BRANNAN STREET At 6TH STREET,B
5/22/16,9:29:00,W WHITE,F,23,1 Moving Violation,1 No Search,2 Citation,NORTH  VERMONT STREET To W/B 17TH STREET,B
5/22/16,10:21:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION STREET To S/B 8TH STREET,J
5/22/16,10:04:00,O ALL OTHERS,M,29,1 Moving Violation,1 No Search,2 Citation,SOUTH  MASON STREET To W/B MARKET STREET,J
5/22/16,10:46:00,W WHITE,M,24,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION STREET To S/B 8TH STREET,J
5/22/16,11:24:00,W WHITE,M,23,1 Moving Violation,1 No Search,2 Citation,800 WEST  MARKET STREET To E/B MARKET STREET,J
5/22/16,11:44:00,H HISPANIC,M,35,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION STREET To S/B 8TH STREET,J
5/20/16,9:32:00,W WHITE,M,27,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,SOUTH SB EMBARCADERO At FERRY BUILDING,B
5/20/16,11:34:00,H HISPANIC,F,35,1 Moving Violation,1 No Search,2 Citation,SOUTH  HYDE At MCALISTER,J
5/21/16,10:00:00,W WHITE,F,37,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,EAST EB EMBARCADERO At 3RD ST,B
5/21/16,12:57:00,A ASIAN,M,44,1 Moving Violation,1 No Search,2 Citation,SOUTH SB KEARNEY At BUSH,A
5/22/16,10:37:00,W WHITE,M,56,1 Moving Violation,1 No Search,2 Citation,EAST  BRANNAN ST. W of 5TH ST.,B
5/22/16,10:46:00,W WHITE,F,40,1 Moving Violation,1 No Search,2 Citation,SOUTH  6TH ST. N of BRANNAN ST.,B
5/22/16,11:33:00,O ALL OTHERS,F,37,1 Moving Violation,1 No Search,2 Citation,EAST  BRANNAN ST. At 5TH ST.,B
5/22/16,11:05:00,W WHITE,M,33,1 Moving Violation,1 No Search,2 Citation,SOUTH  6TH ST. At BRANNAN ST.,B
5/22/16,14:53:00,W WHITE,M,25,1 Moving Violation,1 No Search,2 Citation,NORTH  4TH ST To W/B ROWNSEND ST,B
5/22/16,15:05:00,A ASIAN,M,34,1 Moving Violation,1 No Search,2 Citation,EAST  TOWNSEND ST E of 4TH ST,B
5/23/16,15:16:00,W WHITE,F,69,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,15:33:00,B BLACK,M,73,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,15:38:00,W WHITE,M,24,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,15:41:00,O ALL OTHERS,M,35,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,15:46:00,O ALL OTHERS,M,21,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
5/23/16,15:09:00,W WHITE,F,51,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,16:18:00,W WHITE,F,60,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,16:36:00,O ALL OTHERS,M,21,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
5/23/16,16:56:00,H HISPANIC,M,40,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,16:07:00,W WHITE,M,58,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,17:10:00,W WHITE,F,65,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/23/16,16:45:00,H HISPANIC,M,28,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST To E/B BRYANT ST,B
5/23/16,16:09:00,W WHITE,F,35,1 Moving Violation,1 No Search,2 Citation,BRYANT ST At 2ND ST,B
5/23/16,17:19:00,W WHITE,M,31,1 Moving Violation,1 No Search,2 Citation,SB 2ND ST To E/B BRYANT ST,B
5/23/16,17:07:00,,M,43,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,SB 2ND ST To E/B BRYANT ST,B
5/23/16,18:45:00,H HISPANIC,M,35,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,25TH - LILAC,D
5/23/16,17:16:00,O ALL OTHERS,M,34,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To N/B VAN NESS AVE,E
5/23/16,17:04:00,B BLACK,M,20,1 Moving Violation,1 No Search,3 Warning,NORTH  FRANKLIN ST At CALIFORNIA ST,E
5/23/16,14:13:00,B BLACK,M,49,1 Moving Violation,1 No Search,3 Warning,EAST  BOSWORTH ST At LIPPARD AVE,H
5/23/16,17:14:00,W WHITE,M,34,1 Moving Violation,1 No Search,3 Warning,WEST  BAY ST To S/B VAN NESS AVE,E
5/23/16,15:16:00,O ALL OTHERS,F,41,1 Moving Violation,1 No Search,4 Incident Report,NORTH  2ND ST To E/B BRYANT,B
5/23/16,15:25:00,O ALL OTHERS,M,30,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/23/16,15:36:00,H HISPANIC,M,34,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
5/23/16,15:43:00,A ASIAN,M,33,1 Moving Violation,1 No Search,1 In Custody Arrest,SOUTH  2ND ST To E/B BRYANT,B
5/23/16,15:46:00,W WHITE,F,64,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
5/23/16,15:08:00,B BLACK,M,36,1 Moving Violation,1 No Search,2 Citation,NORTH  2ND ST To E/B BRYANT,B
5/23/16,16:25:00,W WHITE,M,48,1 Moving Violation,1 No Search,3 Warning,EAST  BRYANT At 2ND ST,B
5/23/16,16:33:00,O ALL OTHERS,M,42,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
5/23/16,16:53:00,W WHITE,M,45,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
5/23/16,17:05:00,B BLACK,M,52,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT ST,B
5/23/16,14:41:00,A ASIAN,M,23,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,SOUTH  VAN NESS ST FELL ST,G
5/23/16,19:11:00,O ALL OTHERS,M,40,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST WEBSTER ST,A
5/18/16,8:01:00,O ALL OTHERS,M,55,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST At FOLSOM ST,B
5/18/16,8:29:00,W WHITE,M,41,1 Moving Violation,1 No Search,2 Citation,EAST  GOLDEN GATE AVE To S/B HYDE ST,B
5/18/16,8:54:00,B BLACK,M,57,1 Moving Violation,1 No Search,2 Citation,EAST  GOLDEN GATE AVE To S/B HYDE ST,B
5/23/16,9:02:00,B BLACK,M,54,1 Moving Violation,"2 Search Without Consent, Positive Result",2 Citation,EAST  GOLDEN GATE AVE To S/B HYDE ST,J
5/24/16,12:41:00,W WHITE,F,40,1 Moving Violation,1 No Search,2 Citation,EAST  HARRISON At 17TH ST,D
5/24/16,13:11:00,W WHITE,F,55,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON At 15TH ST,D
5/24/16,10:16:00,A ASIAN,F,30,1 Moving Violation,1 No Search,2 Citation,WB FELL ST STANYAN,I
5/14/16,8:03:00,O ALL OTHERS,M,42,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  OAK At MASONIC,F
5/14/16,9:32:00,O ALL OTHERS,F,54,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  14TH ST At MARKET,F
5/14/16,9:42:00,O ALL OTHERS,M,34,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  14TH ST To S/B CASTRO,F
5/14/16,10:35:00,O ALL OTHERS,M,64,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  MARKET At CASTRO,F
5/14/16,10:47:00,O ALL OTHERS,F,50,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  MARKET To S/B DUBOCE,D
5/14/16,12:42:00,O ALL OTHERS,M,43,1 Moving Violation,1 No Search,2 Citation,EAST  MARKET To N/B CASTRO,F
5/16/16,8:23:00,O ALL OTHERS,M,26,1 Moving Violation,1 No Search,2 Citation,SOUTH  MASONIC To E/B OAK,F
5/16/16,9:28:00,O ALL OTHERS,M,37,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  9TH ST LANE 3 At RINGOLD,F
5/16/16,9:53:00,O ALL OTHERS,M,35,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  FOLSOM At 4TH ST,B
5/23/16,7:59:00,O ALL OTHERS,M,40,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  OAK LANE 2 To N/B MASONIC,F
5/23/16,8:33:00,O ALL OTHERS,M,58,1 Moving Violation,1 No Search,2 Citation,WEST  IRVING To N/B 19TH AVE,I
5/24/16,8:14:00,O ALL OTHERS,M,39,1 Moving Violation,1 No Search,2 Citation,EAST  MARKET To N/B CASTRO,F
5/24/16,8:41:00,O ALL OTHERS,M,47,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  CASTRO To W/B MARKET,F
5/24/16,8:51:00,O ALL OTHERS,M,26,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,SOUTH  DIAMOND At 18TH ST,F
5/24/16,10:11:00,O ALL OTHERS,M,43,1 Moving Violation,1 No Search,2 Citation,EAST  MARKET At DANVERS,F
5/24/16,10:30:00,O ALL OTHERS,M,74,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  PORTOLA At SYDNEY,F
5/24/16,12:25:00,O ALL OTHERS,M,62,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,SOUTH  HYDE At GEARY,A
5/21/16,9:49:00,A ASIAN,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST. At 5TH ST,B
5/24/16,11:21:00,W WHITE,M,23,1 Moving Violation,1 No Search,2 Citation,EAST  16TH At HARRISON,D
5/24/16,11:49:00,B BLACK,F,25,1 Moving Violation,1 No Search,2 Citation,WEST  16TH At HARRISON,D
5/24/16,12:03:00,W WHITE,M,43,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  16TH At HARRISON,D
5/2/16,20:13:00,W WHITE,F,34,1 Moving Violation,1 No Search,3 Warning,7TH KIRKHAM,G
5/4/16,17:32:00,A ASIAN,F,23,1 Moving Violation,1 No Search,3 Warning,WEST  BALBOA ST At 12TH AVE,G
5/5/16,20:11:00,W WHITE,F,34,1 Moving Violation,1 No Search,3 Warning,NORTH  VAN NESS To W/B HAYES(,G
5/5/16,20:40:00,A ASIAN,F,32,1 Moving Violation,1 No Search,3 Warning,WEST  BALBOA ST At 12TH AVE,G
5/5/16,20:49:00,W WHITE,M,52,1 Moving Violation,1 No Search,3 Warning,EAST  BALBOA ST At 12TH AVE,G
5/17/16,21:38:00,W WHITE,M,53,1 Moving Violation,1 No Search,3 Warning,WEST  GEARY BLVD At WEBSTER ST,G
5/18/16,15:11:00,W WHITE,F,36,1 Moving Violation,1 No Search,2 Citation,EAST  GEARY BLVD At ARGUELLO BLVD,G
5/19/16,14:56:00,O ALL OTHERS,M,56,1 Moving Violation,1 No Search,2 Citation,NORTH  MISSION ST To W/B 7TH ST,B
5/24/16,15:38:00,O ALL OTHERS,M,38,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST At 2ND ST,B
5/24/16,16:18:00,O ALL OTHERS,M,57,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,16:03:00,O ALL OTHERS,F,40,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,16:34:00,O ALL OTHERS,M,45,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,16:08:00,B BLACK,M,20,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,17:01:00,O ALL OTHERS,M,19,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,17:16:00,O ALL OTHERS,M,24,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,17:25:00,O ALL OTHERS,M,28,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,17:09:00,O ALL OTHERS,M,32,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At STERLING BB ENTRANCE,B
5/24/16,15:10:00,W WHITE,F,46,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/24/16,15:16:00,W WHITE,F,54,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/24/16,15:23:00,B BLACK,M,38,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/24/16,15:59:00,W WHITE,M,66,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/24/16,16:20:00,H HISPANIC,M,43,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
5/24/16,16:47:00,B BLACK,M,45,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
5/24/16,17:07:00,H HISPANIC,M,39,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 2ND LN At 2ND ST,B
5/17/16,16:42:00,A ASIAN,M,59,1 Moving Violation,1 No Search,2 Citation,2ND BRYANT,B
5/24/16,14:59:00,W WHITE,M,47,1 Moving Violation,1 No Search,2 Citation,3RD ST BRYANT,B
5/24/16,15:22:00,O ALL OTHERS,F,43,1 Moving Violation,1 No Search,2 Citation,2ND ST HARRISON,B
5/24/16,15:39:00,O ALL OTHERS,M,40,1 Moving Violation,1 No Search,2 Citation,BRYANT 2ND ST,B
5/24/16,15:55:00,W WHITE,F,42,1 Moving Violation,1 No Search,3 Warning,BRYANT 2ND ST,B
5/24/16,15:06:00,W WHITE,F,34,1 Moving Violation,1 No Search,2 Citation,3RD ST HARRISON,B
5/24/16,16:11:00,W WHITE,M,71,1 Moving Violation,1 No Search,3 Warning,BRYANT 2ND ST,B
5/24/16,16:02:00,B BLACK,F,54,1 Moving Violation,1 No Search,3 Warning,BRYANT 2ND ST,B
5/24/16,16:24:00,B BLACK,F,46,1 Moving Violation,1 No Search,2 Citation,BRYANT 2ND ST,B
5/24/16,16:40:00,W WHITE,M,38,1 Moving Violation,1 No Search,2 Citation,BRYANT 2ND ST,B
5/24/16,15:15:00,W WHITE,F,38,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/24/16,15:23:00,H HISPANIC,M,37,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/24/16,15:02:00,W WHITE,M,69,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/24/16,15:51:00,A ASIAN,M,67,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/24/16,15:57:00,W WHITE,M,42,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
5/24/16,15:09:00,H HISPANIC,F,44,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/24/16,16:35:00,W WHITE,M,28,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B BRYANT,B
5/24/16,16:48:00,H HISPANIC,M,27,1 Moving Violation,1 No Search,4 Incident Report,SOUTH  2ND ST To E/B BRYANT,B
5/24/16,17:27:00,W WHITE,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  BRYANT To E/B STERLING,B
5/24/16,17:07:00,O ALL OTHERS,M,57,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT At 2ND ST,B
5/24/16,16:21:00,H HISPANIC,M,28,1 Moving Violation,1 No Search,2 Citation,NB HARRISON ST At 14TH ST,D
5/24/16,17:42:00,W WHITE,F,60,1 Moving Violation,1 No Search,2 Citation,SB HARRISON ST At 14TH ST,D
5/24/16,17:07:00,W WHITE,F,72,1 Moving Violation,1 No Search,3 Warning,SB HARRISON ST At 14TH ST,D
5/24/16,18:21:00,W WHITE,F,46,1 Moving Violation,1 No Search,2 Citation,SB HARRISON ST At 14TH ST,D
5/24/16,18:39:00,W WHITE,M,42,1 Moving Violation,1 No Search,2 Citation,SB HARRISON ST At 16TH ST,D
5/24/16,17:59:00,H HISPANIC,M,51,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY To S/B VAN NESS AVE,E
5/24/16,18:16:00,W WHITE,F,27,1 Moving Violation,1 No Search,3 Warning,EAST  BAY ST To S/B LAGUNA ST,E
5/24/16,18:23:00,W WHITE,M,48,1 Moving Violation,1 No Search,2 Citation,EAST  BAY ST To S/B LAGUNA ST,E
5/24/16,18:37:00,O ALL OTHERS,M,25,1 Moving Violation,1 No Search,2 Citation,EAST  BAY ST To S/B LAGUNA ST,E
5/24/16,18:43:00,W WHITE,M,50,1 Moving Violation,1 No Search,2 Citation,WEST  MARINA BLVD At BUCHANAN ST,E
5/24/16,19:41:00,W WHITE,M,27,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY To N/B GOUGH ST,E
5/24/16,19:48:00,W WHITE,M,27,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY To N/B GOUGH ST,E
5/24/16,16:55:00,W WHITE,M,34,1 Moving Violation,1 No Search,3 Warning,EAST  BRANNON ST 8TH ST,B
5/24/16,17:24:00,W WHITE,M,24,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,SOUTH  MONTGOMERY ST CHESTNUT ST,A
5/24/16,17:36:00,B BLACK,F,42,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
5/24/16,17:48:00,W WHITE,M,44,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
5/24/16,18:19:00,O ALL OTHERS,M,32,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME ST LOMBARD ST,A
5/24/16,18:03:00,W WHITE,M,41,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  LOMBARD ST SANSOME ST,A
5/24/16,8:38:00,A ASIAN,M,63,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND ST To E/B FOLSOM ST,B
5/24/16,8:52:00,A ASIAN,M,35,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  2ND ST At MISSION ST,A
5/24/16,9:17:00,W WHITE,M,74,1 Moving Violation,1 No Search,2 Citation,EAST  GOLDEN GATE AVE To S/B HYDE ST,J
5/24/16,10:29:00,W WHITE,M,45,1 Moving Violation,1 No Search,2 Citation,SOUTH  HARRISON ST At 15TH ST (N),D
5/24/16,11:21:00,H HISPANIC,M,54,1 Moving Violation,1 No Search,2 Citation,SOUTH  HARRISON ST To W/B 15TH ST (N),D
5/25/16,7:32:00,W WHITE,F,45,1 Moving Violation,1 No Search,2 Citation,SOUTH  CERVANTES To E/B AVILA,E
5/25/16,7:51:00,A ASIAN,M,50,1 Moving Violation,1 No Search,2 Citation,SOUTH  CERVANTES At AVILA,E
5/25/16,8:59:00,W WHITE,F,30,1 Moving Violation,1 No Search,2 Citation,WEST  MARINA At CASA,E
5/25/16,9:11:00,W WHITE,M,61,1 Moving Violation,1 No Search,2 Citation,WEST  MARINA At CASA,E
5/25/16,9:24:00,W WHITE,M,44,1 Moving Violation,1 No Search,2 Citation,EAST  MARINA At FILLMORE,E
5/19/16,6:47:00,A ASIAN,M,41,1 Moving Violation,1 No Search,2 Citation,3RD MISSION,A
5/19/16,8:49:00,W WHITE,F,40,1 Moving Violation,1 No Search,2 Citation,BAYSHORE LAKE MERCED,I
5/19/16,9:21:00,O ALL OTHERS,F,18,1 Moving Violation,1 No Search,3 Warning,BAYSHORE LAKE MERCED,I
5/25/16,8:23:00,W WHITE,M,31,1 Moving Violation,1 No Search,2 Citation,HYDE POST,A
5/25/16,8:32:00,H HISPANIC,M,27,1 Moving Violation,1 No Search,2 Citation,7TH MARKET,B
5/25/16,8:49:00,O ALL OTHERS,M,24,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
5/25/16,9:01:00,W WHITE,M,31,1 Moving Violation,1 No Search,2 Citation,HARRISON 8TH,B
5/25/16,9:48:00,W WHITE,M,36,1 Moving Violation,1 No Search,2 Citation,7TH HARRISON,B
5/25/16,10:15:00,W WHITE,M,64,1 Moving Violation,1 No Search,2 Citation,BRYANY,B
5/25/16,10:19:00,B BLACK,M,58,1 Moving Violation,1 No Search,2 Citation,8TH BRYANY,B
5/25/16,10:04:00,W WHITE,M,29,1 Moving Violation,1 No Search,3 Warning,7TH HARRISON,B
5/25/16,9:26:00,A ASIAN,F,49,1 Moving Violation,1 No Search,2 Citation,WEST  EMBARCADERO NORTH FERRY BUILDIING,B
5/25/16,9:35:00,W WHITE,M,35,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,SOUTH  EMBARCADERO At MARKET STREET,B
5/25/16,9:09:00,W WHITE,F,26,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,100 SOUTH  EMBARCADERO At HOWARD STREET,B
5/25/16,10:33:00,B BLACK,M,25,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION STREET To N/B 7TH STREET,B
5/25/16,9:13:00,O ALL OTHERS,M,36,1 Moving Violation,1 No Search,2 Citation,EAST  BRANNAN ST. W of 2ND ST.,B
5/25/16,10:42:00,W WHITE,M,72,1 Moving Violation,1 No Search,2 Citation,400 SOUTH  6TH ST N of BRYANT ST.,B
5/25/16,10:58:00,W WHITE,M,36,1 Moving Violation,1 No Search,3 Warning,200 EAST  TOWNSEND ST. W of 3RD ST.,B
5/25/16,11:15:00,W WHITE,M,52,1 Moving Violation,1 No Search,2 Citation,WEST  TOWNSEND ST. At 153 TOWNS END ST.,B
5/25/16,12:25:00,O ALL OTHERS,M,65,1 Moving Violation,1 No Search,2 Citation,SOUTH  5TH ST At TOWSEND ST.,B
5/25/16,12:37:00,B BLACK,M,25,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST. At 7TH ST.,B
5/20/16,12:26:00,H HISPANIC,M,50,1 Moving Violation,1 No Search,2 Citation,SOUTH  MISSION ST At 25TH ST,D
5/20/16,12:33:00,W WHITE,M,38,1 Moving Violation,1 No Search,3 Warning,NORTH  MISSION ST At 26TH ST,D
5/25/16,12:14:00,W WHITE,M,32,1 Moving Violation,1 No Search,3 Warning,NORTH  MISSION ST At 26TH ST,D
5/25/16,12:01:00,A ASIAN,M,25,1 Moving Violation,1 No Search,3 Warning,NORTH  MISSION ST At 26TH ST,D
5/25/16,12:21:00,W WHITE,M,20,1 Moving Violation,1 No Search,3 Warning,NORTH  MISSION ST At 26TH ST,D
5/25/16,12:27:00,W WHITE,F,49,1 Moving Violation,1 No Search,3 Warning,NORTH  MISSION ST At 26TH ST,D
5/25/16,12:43:00,W WHITE,M,38,1 Moving Violation,1 No Search,2 Citation,NORTH  MISSION ST At 22TH ST,D
5/25/16,12:08:00,A ASIAN,M,68,1 Moving Violation,1 No Search,3 Warning,NORTH  MISSION ST At 26TH ST,D
5/17/16,13:35:00,W WHITE,M,48,1 Moving Violation,"2 Search Without Consent, Positive Result",2 Citation,SB GREAT HIGHWAY At PAACHECO,I
5/17/16,14:13:00,W WHITE,M,80,1 Moving Violation,1 No Search,3 Warning,SB GREAT HIGHWAY At PAACHECO,I
5/17/16,14:24:00,W WHITE,F,50,1 Moving Violation,1 No Search,3 Warning,SB GREAT HIGHWAY At PAACHECO,I
5/17/16,14:38:00,A ASIAN,M,47,1 Moving Violation,1 No Search,2 Citation,SB GREAT HIGHWAY To E/B PAACHECO,I
5/17/16,14:58:00,W WHITE,F,26,1 Moving Violation,1 No Search,2 Citation,SB GREAT HIGHWAY To E/B PAACHECO,I
5/20/16,13:13:00,O ALL OTHERS,M,35,1 Moving Violation,1 No Search,2 Citation,WB LOWELL ST To N/B MORSE ST,H
5/20/16,13:35:00,A ASIAN,M,35,1 Moving Violation,1 No Search,2 Citation,EB LOWELL ST At MORSE ST,H
