Date of Stop ,Time Of Stop ,Race,Sex,Age,ReasonForStop,ResultsOfSearch,ResultOfStop,Location of Stop ,District
11-MAR-16,1400,O,M,37,1,1,2,FULTON & FUNSTON,G
11-MAR-16,1415,W,F,35,1,1,2,19TH ST/CASTRO,D
11-MAR-16,1419,B,M,23,2,1,3,NEWELL/COLUMBUS,A
11-MAR-16,1420,W,M,24,1,1,2,FULTON & 16TH AVE,G
11-MAR-16,1440,O,M,25,1,1,3,18TH AVED & FULTON,G
11-MAR-16,1442,B,F,21,1,1,2,9TH ST. & MISSION ST.,B
11-MAR-16,1500,W,M,45,1,1,3,3RD ST & KING ST,B
11-MAR-16,1505,A,M,55,1,1,2,221 MIDDLEFIELD AT EUCALYPTUS,I
11-MAR-16,1515,B,M,36,2,7,1,301 EDDY STREET,J
11-MAR-16,1540,H,M,40,1,1,3,17TH/BELVEDERE,F
11-MAR-16,1608,W,F,47,1,1,3,CRESCENT @ BANKS,H
11-MAR-16,1615,W,F,42,1,1,2,CRESCENT @ ANDERSON ,H
11-MAR-16,1620,B,M,47,1,1,3,ELLIS AT JONES,J
11-MAR-16,1635,W,M,43,1,1,2,BELVEDERE & 17TH,F
11-MAR-16,1645,H,M,65,1,1,2,2500 PENSLYVANIA ,C
11-MAR-16,1651,W,M,24,2,6,2,VALENCIA ST/SYCAMORE ,D
11-MAR-16,1655,B,M,54,2,1,3,22ND STREET AT NOE,D
11-MAR-16,1700,W,M,38,2,1,2,EVANS ST & TOLAND ST,C
11-MAR-16,1705,H,M,71,1,1,3,BATTERY ST & WASHINGTON ST,A
11-MAR-16,1709,O,M,52,1,1,2,FELL/ASHBURY,F
11-MAR-16,1710,W,F,40,1,1,2,30TH AVE/NORIEGA,I
11-MAR-16,1715,O,M,59,2,1,2,1600 BLOCK REVERE,C
11-MAR-16,1720,W,F,24,2,1,2,TAYLOR ST & BUSH ST,J
11-MAR-16,1721,A,F,19,1,1,2,GEARY ST. & TAYLOR ST.,A
11-MAR-16,1730,H,M,40,1,1,3,MISSION ST & 29TH ST,H
11-MAR-16,1735,B,M,22,1,1,3,CONNECTICUT & CESAR CHAVEZ,C
11-MAR-16,1740,B,M,23,1,1,2,INGALLS ST/ PALOU AVE,C
11-MAR-16,1750,W,F,55,1,1,2,MASONIC AVE & TURK BLVD,F
11-MAR-16,1755,O,M,29,1,1,2,4TH ST. & FOLSOM ST.,B
11-MAR-16,1758,O,F,24,1,1,2,OCTAVIA ST. AMPERSAND LINDEN ST.,E
11-MAR-16,1800,H,M,23,2,0,2,SAN JOSE & FARALLONES,I
11-MAR-16,1805,W,M,55,2,1,2,WEBSTER ST. AMPERSAND MCALLISTER ST. ,E
11-MAR-16,1808,B,M,43,2,5,2,121 LEAVENWORTH ST ,J
11-MAR-16,1828,A,M,50,2,1,3,CABRILLO/7TH AVE,G
11-MAR-16,1830,W,F,26,1,1,2,FULTON/MASONIC,F
11-MAR-16,1830,W,M,26,1,1,2,FRANKLIN & OFARRELL,E
11-MAR-16,1840,A,M,56,2,1,3,OAK/PIERCE,F
11-MAR-16,1850,H,M,39,2,1,2,ALEMANY BLVD & SAN JUAN AVE,H
11-MAR-16,1850,W,F,20,1,1,2,HAYES ST & CENTRAL AVE,F
11-MAR-16,1854,H,F,50,1,1,2,17TH ST. & COLE ST.,F
11-MAR-16,1855,W,M,38,1,1,2,CALIFORNIA ST & TAYLOR ST,A
11-MAR-16,1900,O,F,25,2,1,2,HYDE ST. & BUSH ST.,A
11-MAR-16,1905,W,F,45,2,1,3,SCOTT AT SAC ,E
11-MAR-16,1906,O,M,35,1,1,2,POWELL/POST,A
11-MAR-16,1915,A,M,26,1,1,2,ASHBURY ST & PIEDMONT ST,F
11-MAR-16,1920,W,M,43,2,1,2,MASONIC/LOMA VISTA,F
11-MAR-16,1930,O,M,29,1,1,4,HOWARD & HAWTHORNE,B
11-MAR-16,1933,W,M,47,1,1,2,BROADWAY & STOCKTON ST.,A
11-MAR-16,1940,O,F,26,1,1,2,9TH ST. & HOWARD ST.,B
11-MAR-16,1940,W,F,32,1,1,2,FREDERICK ST & MASONIC ST,F
11-MAR-16,2007,W,F,27,1,1,3,VALLEJO & WEBSTER,E
11-MAR-16,2009,A,M,42,1,1,2,GEARY BL/8TH AVE,G
11-MAR-16,2010,A,M,21,1,1,2,LAKE MERCED/SKYLINE,I
11-MAR-16,2010,A,M,47,2,1,2,POLK ST. & SACRAMENTO ST.,E
11-MAR-16,2020,O,M,41,2,2,4,121 STEUART ST,B
11-MAR-16,2030,W,M,24,1,1,2,LAKE MERCED AND SUNSET,I
11-MAR-16,2035,W,M,47,2,1,2,10TH AVE & GEARY,G
11-MAR-16,2037,O,M,49,1,1,1,10TH ST. & HOWARD ST.,B
11-MAR-16,2113,W,M,26,2,1,3,13TH ST & FOLSOM ST,B
11-MAR-16,2120,O,M,22,1,1,2,GEARY BL & PRESIDIO AV,G
11-MAR-16,2131,O,M,31,1,1,2,490 BROADWAY ST,A
11-MAR-16,2134,H,M,27,2,1,2,18TH AVE. & VICENTE ST.,I
11-MAR-16,2135,H,M,41,2,1,3,360 10TH ST.,B
11-MAR-16,2145,W,M,48,1,1,3,36TH AVE & FULTON ST,G
11-MAR-16,2151,O,M,37,2,1,3,MARTIN LUTHER KING & CROSS OVER,I
11-MAR-16,2200,W,F,73,8,1,5,CLARENDON ST & JOHNSTONE ST,F
11-MAR-16,2200,W,M,62,1,1,3,LINCOLN AVE. & 15TH AVE.,I
11-MAR-16,2210,W,M,36,2,1,2,KEARNY ST/CLAY ST,A
11-MAR-16,2220,A,F,27,1,1,2,WAWONA & 19TH AVE,I
11-MAR-16,2220,W,F,52,2,1,3,POLK AND MCALLISTER,E
11-MAR-16,2225,O,M,49,1,1,3,HOWARD ST & 4TH ST,B
11-MAR-16,2230,W,M,74,2,1,3,SO. VAN NESS AVE. & 22ND ST.,D
11-MAR-16,2231,B,M,26,1,1,3,GENEVA AND MADRID,H
11-MAR-16,2235,A,F,25,1,1,2,19TH & LAWTON,I
11-MAR-16,2237,H,M,30,2,1,2,DONNER @ PHELPS,C
11-MAR-16,2240,H,M,41,1,1,2,17TH ST & COLE,F
11-MAR-16,2245,A,F,23,2,1,3,19TH & IRVING,I
11-MAR-16,2250,H,M,21,2,1,3,BALBOA ST & 39TH AVE,G
11-MAR-16,2250,H,M,31,2,0,2,MISSION ST AT TINGLEY,H
11-MAR-16,2255,O,M,42,2,1,3,GENEVA AVE. & SAN JOSE AVE.,H
11-MAR-16,2257,W,M,23,2,1,3,BAYSHORE @ OAKDALE,C
11-MAR-16,2258,W,M,34,1,1,2,7TH AVE. & IRVING ST.,I
11-MAR-16,2300,O,M,34,2,1,2,CESAR CHAVEZ/MISSISSIPPI ST,C
11-MAR-16,2302,W,M,38,1,1,3,IRVING ST. & 10TH AVE.,I
11-MAR-16,2310,H,F,35,1,1,3,MISSION ST. & COLLEGE AVE.,H
11-MAR-16,2315,A,F,26,1,1,2,5TH ST. & WELSH ST.,B
11-MAR-16,2316,O,M,23,1,1,2,GENEVA AVE & DELANO AVE,H
11-MAR-16,2321,O,M,27,2,1,2,LOMBARD/POLK,A
11-MAR-16,2325,W,M,20,1,1,3,HAIGHT/SHREADER,F
11-MAR-16,2325,W,M,27,3,1,3,10TH ST & BRYANT,B
11-MAR-16,2327,A,F,76,1,1,2,JUDAH & 15TH,I
11-MAR-16,2328,O,M,43,1,0,2,MISSION ST. & BRAZIL ST.,H
11-MAR-16,2330,H,F,37,2,1,2,RICHLAND AND MISSION ST,H
11-MAR-16,2335,A,M,59,1,1,2,MASON ST & VALLEJO ST,A
11-MAR-16,2340,A,M,27,2,1,2,694 BROADWAY ST,A
11-MAR-16,2340,B,M,35,2,1,3,GREAT HWY & JFK,G
11-MAR-16,2340,O,M,19,7,9,5,STANYAN ST & FELL ST,F
11-MAR-16,2340,W,M,25,1,1,2,11TH ST. & HARRISON ST. ,B
11-MAR-16,2340,W,M,26,7,1,5,STANYAN ST & FELL ST,F
11-MAR-16,2342,B,F,19,1,1,3,GEARY/SHANNON,J
11-MAR-16,2342,O,M,32,2,1,2,WINSTON & LAKE MERCED,I
11-MAR-16,2345,H,F,24,2,1,3,GRANT STREET & POST STREET,A
11-MAR-16,2345,W,M,23,1,1,2,19TH AVE/LINCOLN,I
11-MAR-16,2351,A,M,22,1,1,2,19TH AVENUE & SLOAT BLVD,I
11-MAR-16,2355,H,M,40,2,1,3,BRUNSWICK ST & LOWELL AVE,H
12-MAR-16,0015,W,M,35,1,1,2,19TH AVE & EUCALYPTUS ST,I
12-MAR-16,0024,W,M,39,1,1,3,25TH AVE & MLK,G
12-MAR-16,0025,O,M,31,1,1,3,FOLSOM ST. & NORFOLK ST. ,B
12-MAR-16,0029,O,M,35,2,1,2,COLUMBUS AVE/GRANT,A
12-MAR-16,0032,H,M,30,1,1,2,24TH AND SANCHEZ,D
12-MAR-16,0035,H,M,49,1,1,2,BROADWAY STREET & STOCKTON STREET,A
12-MAR-16,0039,W,F,55,2,1,3,ULLOA ST. & GREAT HY.,I
12-MAR-16,0044,O,M,24,1,1,2,TOWNSEND ST & 7TH ST,B
12-MAR-16,0044,W,M,28,2,1,3,BERNAL HEIGHTS & ANDERSON,H
12-MAR-16,0045,W,F,25,3,1,2,10TH ST & BRYANT,B
12-MAR-16,0046,W,F,45,1,1,2,JACKSON STREET & POWELL STREET,A
12-MAR-16,0058,W,M,38,2,1,3,1004 REVERE AVE.,C
12-MAR-16,0100,H,M,42,1,1,2,MONTEREY & EDNA,H
12-MAR-16,0100,W,M,31,1,1,3,840 POST ST,E
12-MAR-16,0105,B,M,29,2,1,3,TURK & PIERCE,E
12-MAR-16,0115,O,M,23,1,1,2,19TH AVE. & IRVING ST.,I
12-MAR-16,0118,A,M,80,1,1,3,TARAVAL & DEWEY ,I
12-MAR-16,0128,W,F,31,1,1,3,FULTON ST & PARKER ST,G
12-MAR-16,0138,O,M,38,1,1,2,TARAVAL AT FOREST SIDE,I
12-MAR-16,0140,B,F,37,2,1,2,GOLDEN GATE AND LARKIN,E
12-MAR-16,0150,O,M,32,1,1,2,N/B 280 & ALEMANY BLVD OFF-RAMP,H
12-MAR-16,0154,W,M,33,1,1,2,GEARY ST/POWELL ST,A
12-MAR-16,0155,W,M,30,2,1,3,19TH ST & SOUTH VAN NESS AVE,D
12-MAR-16,0200,B,M,30,2,1,3,OLIVE & VAN NESS,E
12-MAR-16,0205,W,M,30,1,1,3,DOLORES ST. & CUMBERLAND ST,D
12-MAR-16,0207,H,M,22,1,1,2,45TH AVE/NORIEGA,I
12-MAR-16,0218,O,M,30,2,1,3,KEARNY & SACRAMENTO,A
12-MAR-16,0325,O,M,30,2,1,2,STOCKTON/WASHINGTON,A
12-MAR-16,0405,W,M,49,2,1,2,BUSH STREET & STOCKTON STREET,A
12-MAR-16,0526,H,M,28,1,1,3,BAYSHORE BLVD. & OAKDALE AVE.,C
12-MAR-16,0536,W,M,46,1,1,3,BAYSHORE BLVD. & OAKDALE AVE.,C
12-MAR-16,0641,W,M,54,1,1,2,20TH AVE. & WINSTON DR.,I
12-MAR-16,0645,A,M,63,1,1,2,19TH AVE&SLOAT,I
12-MAR-16,0650,W,F,55,1,1,3,FULTON ST/23RD AVE,G
12-MAR-16,0653,H,M,45,5,1,3,1245 VAN DYKE,C
12-MAR-16,0655,W,M,57,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,0656,H,M,41,1,1,2,3RD ST & CUSTER,C
12-MAR-16,0712,W,M,68,1,1,3,LAKE & 12TH AVE,G
12-MAR-16,0713,A,F,63,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0716,W,F,34,1,1,3,LAKE & 12TH AVE,G
12-MAR-16,0721,O,M,37,1,1,2,STONECREST DR. & WINSTON AVE.,I
12-MAR-16,0723,W,F,44,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0730,W,M,45,1,1,3,3RD ST. & BURKE ST. ,C
12-MAR-16,0736,W,M,54,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,0738,W,F,28,1,1,3,EUCLID & HEATHER,G
12-MAR-16,0741,W,M,66,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0745,B,M,25,1,1,3,EUCLID & HEATHER,G
12-MAR-16,0745,W,M,62,1,1,2,VICENTE ST/SUNSET BLVD,I
12-MAR-16,0749,O,F,20,1,1,2,STONECRST DR. & WINSTON DR.,I
12-MAR-16,0750,H,M,55,2,1,2,FELL / SCOTT,E
12-MAR-16,0752,O,M,36,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0757,O,M,35,1,1,2,19TH/ULLOA,I
12-MAR-16,0759,W,F,61,1,1,3,EUCLID & HEATHER,G
12-MAR-16,0801,A,M,52,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,0808,W,M,42,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0809,H,M,38,1,1,2,MONTEREY BLVD  & EDNA ST,H
12-MAR-16,0811,W,M,52,1,1,2,EUCLID & HEATHER,G
12-MAR-16,0817,O,M,25,1,1,2,19TH/ULOA,I
12-MAR-16,0817,W,M,45,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,0818,W,F,33,1,1,2,EUCLID & HEATHER,G
12-MAR-16,0820,H,F,46,2,1,3,EMBARCADERO & GREEN ST,A
12-MAR-16,0822,A,F,35,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0825,W,F,25,1,1,3,THE EMBARCADERO NORTH & LOMBARD ST,A
12-MAR-16,0828,W,M,49,1,1,2,EUCLID & HEATHER,G
12-MAR-16,0833,A,M,51,2,1,2,BAY ST. & MASON ST. ,A
12-MAR-16,0833,W,F,40,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,0834,O,M,30,1,1,2,19TH/WAWONA,I
12-MAR-16,0840,W,M,33,1,1,2,CORBETT AVE & ORD ST,F
12-MAR-16,0843,O,F,25,1,1,2,19TH/ULLOA,I
12-MAR-16,0843,O,M,54,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0847,W,M,24,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,0854,O,M,57,1,1,2,EUCLID & HEATHER,G
12-MAR-16,0855,O,F,33,1,1,2,2ND ST & KING ST,B
12-MAR-16,0859,O,M,45,1,1,2,19TH/ULLOA,I
12-MAR-16,0901,A,M,61,1,1,2,EUCLID & HEATHER,G
12-MAR-16,0910,W,M,58,1,1,3,SANCHEZDUBOCE,F
12-MAR-16,0916,A,M,32,1,1,2,1084 SILVER AVE,C
12-MAR-16,0916,H,M,32,2,1,3,BRYANT ST & 15TH ST,D
12-MAR-16,0930,W,F,33,2,1,3,6TH & MISSION,B
12-MAR-16,0935,A,M,43,1,1,2,7TH AVE & LINCOLN AVE,F
12-MAR-16,0937,W,M,44,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,0940,O,M,65,1,1,2,SUNSET/LAKEMERCED,I
12-MAR-16,0947,A,M,60,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1002,O,M,17,1,1,2,SUNSET/ULLOA,I
12-MAR-16,1010,W,M,69,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1015,H,M,29,1,1,3,COLUMBUS ST & GIBB ALLEY,A
12-MAR-16,1022,O,F,41,1,1,2,SUNSET/WAWONA,I
12-MAR-16,1023,W,M,46,2,1,2,7TH AVE & KIRKHAM ST,F
12-MAR-16,1031,A,M,47,1,1,2,214 FELTON ST.,C
12-MAR-16,1032,H,M,21,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1033,A,F,45,1,1,3,3232 MISSION,H
12-MAR-16,1033,O,M,20,1,1,2,WAWONA/SUNSET,I
12-MAR-16,1040,W,M,31,1,1,2,VAN NESS AVE / CALIFORNIA ST,E
12-MAR-16,1043,A,M,56,1,1,2,PIOCHE/OXFORD,C
12-MAR-16,1043,B,M,40,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,1047,O,F,58,1,1,2,SUNSET/VICENTE,I
12-MAR-16,1047,W,F,45,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1050,B,F,32,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,1057,O,F,37,1,1,2,WAWONA/SUNSET,I
12-MAR-16,1100,W,F,27,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1105,B,M,49,1,1,3,GOUGH&TURK,E
12-MAR-16,1105,W,F,40,1,1,3,FULTON & 35TH,G
12-MAR-16,1109,W,M,43,1,1,2,UTAH ST/ 16TH ST,B
12-MAR-16,1110,W,M,78,1,1,3,FULTON & 35TH,G
12-MAR-16,1115,O,M,22,1,1,2,SUNSET/WAWONA,I
12-MAR-16,1122,H,M,59,1,1,3,SAN BRUNO/DIVISION,B
12-MAR-16,1125,A,M,26,1,1,3,4TH AND HOWARD ST,B
12-MAR-16,1130,W,M,50,1,1,3,CROSSOVER DR./TRANSVERSE DR.,G
12-MAR-16,1132,A,F,46,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,1135,W,F,31,1,1,2,FULTON & 37TH AVE,G
12-MAR-16,1145,W,F,35,1,1,3,FULTON & 29THAVE,G
12-MAR-16,1155,W,M,41,1,1,2,FULTON & 38TH AVE,G
12-MAR-16,1158,O,M,43,1,1,2,SUNSET/VICENTE,I
12-MAR-16,1201,A,F,27,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1206,A,M,59,1,1,2,3RD ST/CLEMENTINA ST,B
12-MAR-16,1208,O,M,77,1,1,2,SUNSET/WAWONA,I
12-MAR-16,1210,W,F,45,1,1,3,FULTON & 36TH,G
12-MAR-16,1215,W,M,28,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1215,W,M,36,1,1,2,17TH & BELVEDERE,F
12-MAR-16,1218,W,M,35,1,1,3,FULTON & 40TH AVE,G
12-MAR-16,1220,O,M,25,1,1,3,TURK ST & LEAVENWORTH,J
12-MAR-16,1224,O,M,31,1,1,2,SUNSET/YORBA,I
12-MAR-16,1226,W,M,47,1,1,2,FULTON & 36TH AVE,G
12-MAR-16,1230,B,F,19,2,1,2,1700 PALOU AVE,C
12-MAR-16,1230,W,M,28,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1240,B,M,37,1,1,3,24TH ST & HARRISON ST,D
12-MAR-16,1240,W,M,31,1,1,2,FULTON & 36TH AVE,G
12-MAR-16,1255,B,M,36,4,6,3,918 CONNECTICUT ST,C
12-MAR-16,1258,A,M,40,1,1,2,FULTON & 40TH,G
12-MAR-16,1305,B,M,60,1,1,2,BRYANT ST/2ND ST,B
12-MAR-16,1310,W,M,21,2,1,2,16TH ST/MISSION ST,D
12-MAR-16,1310,W,M,41,1,1,2,FULTON & 36TH AVE,G
12-MAR-16,1310,W,M,44,1,1,2,2400 BLK OF SAN BRUNO AVE,C
12-MAR-16,1315,A,M,41,1,1,2,1500 BLOCK HAIGHT,F
12-MAR-16,1328,A,F,61,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,1330,B,M,56,2,1,2,TURK & POLK ST,E
12-MAR-16,1340,B,M,20,1,1,2,LA SALLE/MENDELL,C
12-MAR-16,1343,B,M,50,2,1,3,3RD/NEWCOMB,C
12-MAR-16,1345,A,M,36,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,1345,B,F,60,2,1,2,1400 BLOCK BAYSHORE,C
12-MAR-16,1350,W,M,41,5,1,2,OTIS ST AND DUBOCE ST,D
12-MAR-16,1350,W,M,42,1,1,2,FRANCISCO&VAN NESS,E
12-MAR-16,1355,B,F,42,2,1,2,VAN NESS & TURK ST,E
12-MAR-16,1355,B,F,43,2,1,2,VANNESS & TURK ST,E
12-MAR-16,1404,A,M,29,2,1,2,WOOLSEY AND COLBY,C
12-MAR-16,1410,A,M,26,1,1,2,MONTEREY BLVD & CIRCULAR AVE,H
12-MAR-16,1420,B,M,50,2,1,3,TURK ST & LEAVENWORTH ST,J
12-MAR-16,1427,W,M,43,1,1,2,19TH AVE&WINSTON,I
12-MAR-16,1435,H,M,61,1,1,3,BATTERY & WASHINGTON,A
12-MAR-16,1445,W,M,48,1,1,2,STONECREST DR. & WINSTON DR.,I
12-MAR-16,1508,B,M,27,6,2,1,KEITH/THOMAS,C
12-MAR-16,1511,B,M,35,1,1,3,699 BUSH,A
12-MAR-16,1515,B,M,52,1,1,2,1400 BLOCK HAIGHT ST,F
12-MAR-16,1519,B,M,27,6,6,4,KEITH ST @ THOMAS AVE,C
12-MAR-16,1545,O,M,23,1,1,2,FOLSOM ST. & 1ST ST.,B
12-MAR-16,1636,W,M,55,1,1,2,CALIFORNIA ST. & POWELL ST. ,A
12-MAR-16,1650,H,M,24,1,1,2,FOLSOM ST. & 1ST ST. ,B
12-MAR-16,1700,W,M,29,1,1,2,3RD/BRYANT ST,B
12-MAR-16,1701,W,M,44,2,0,4,330 30TH AVE,G
12-MAR-16,1741,B,M,35,2,1,3,ELLIS ST. & LEAVENWORTH ST. ,J
12-MAR-16,1745,W,F,63,1,1,2,SOUTH VAN NESS/DUBOCE,D
12-MAR-16,1814,H,M,38,1,1,2,VALLEJO STREET & POWELL STREET,A
12-MAR-16,1820,B,F,50,2,1,3,3RD ST & WALLACE AVE,C
12-MAR-16,1835,H,M,35,5,1,3,SOUTH VAN NESS AVE & 23RD ST,D
12-MAR-16,1840,H,M,42,1,1,3,21ST ST / MISSION,D
12-MAR-16,1840,W,F,28,1,1,3,39TH AVE & VICENTER,I
12-MAR-16,1842,B,M,54,2,1,3,23RD ST & SHOTWELL ST,D
12-MAR-16,1900,H,M,35,1,1,2,HAIGHT AT COLE,F
12-MAR-16,1911,H,M,26,2,1,3,DELORES & SAN JOSE,H
12-MAR-16,1915,H,M,51,2,1,3,LAKE MERCED & SUNSET,I
12-MAR-16,1920,A,M,59,1,1,3,GENEVA AVE. & SAN JOSE AVE.,H
12-MAR-16,1922,H,M,25,2,3,3,NORTON ST. & MISSION ST.,H
12-MAR-16,1928,W,M,54,2,1,3,MASON/BROADWAY,A
12-MAR-16,1940,W,M,60,1,1,2,4TH/TOWNSEND ST,B
12-MAR-16,2000,A,F,27,1,1,2,SUNSET & LAKE MERCED,I
12-MAR-16,2010,B,M,64,1,1,2,GRANT/VALLEJO,A
12-MAR-16,2033,W,M,50,2,1,2,OAK/CENTRAL,F
12-MAR-16,2050,A,M,40,1,1,2,909 CALIFONIA ST.,A
12-MAR-16,2055,H,M,24,2,1,2,COLUMBUS AV & VALLEJO ST,A
12-MAR-16,2055,W,M,62,2,1,3,MCALLISTOR AND LARKIN,J
12-MAR-16,2100,A,M,19,1,1,2,8TH AND JUDAH,I
12-MAR-16,2100,O,M,46,1,1,2,POST STREET & GRANT AVE,A
12-MAR-16,2120,A,M,25,1,1,2,GRACE/MISSION,B
12-MAR-16,2125,O,M,47,1,1,2,PENNSYLVANIA AVE. & 25TH ST. ,C
12-MAR-16,2130,A,F,29,2,1,2,FELL ST & MASONIC AVE,F
12-MAR-16,2130,A,M,37,1,1,3,POWELL ST/ELLIS ST,A
12-MAR-16,2130,W,M,53,2,1,3,1250 COLUMBUS ST,A
12-MAR-16,2137,A,M,43,1,1,2,UNION ST & POWELL ST,A
12-MAR-16,2140,B,M,29,1,1,3,PACHECO ST. & 23RD AVE.,I
12-MAR-16,2140,H,F,25,2,1,3,FELL/SHRADER,F
12-MAR-16,2145,A,F,47,2,1,2,3RD/FITZGERALD,C
12-MAR-16,2145,W,M,32,2,1,3,9TH & IRVING,I
12-MAR-16,2157,W,M,72,1,1,3,1080 MISSION ST,J
12-MAR-16,2200,H,F,54,1,1,2,16TH ST AT MISSION ST,D
12-MAR-16,2200,O,M,35,1,1,3,3RD & 22ND ST,C
12-MAR-16,2205,H,M,19,2,6,3,1730 NEWCOMB AVE,C
12-MAR-16,2210,W,M,43,1,1,3,19TH AV & ORTEGA ST,I
12-MAR-16,2214,A,M,23,1,1,2,TARAVAL & MONTALVO,I
12-MAR-16,2217,H,M,65,1,1,3,16TH ST & MISSION ST,D
12-MAR-16,2220,O,M,28,1,1,2,KIRKHAM ST. & 19TH AVE.,I
12-MAR-16,2225,A,M,49,2,1,3,100 FONT BLVD,I
12-MAR-16,2228,H,M,30,1,1,2,POLK ST & WILLOW,J
12-MAR-16,2230,B,F,23,2,1,2,3RD STREET & EVANS AVE,C
12-MAR-16,2234,W,M,32,1,1,3,MISSION/4TTH ST,B
12-MAR-16,2240,B,M,22,2,1,3,GEARY BLVD & 6TH AVE,G
12-MAR-16,2242,H,M,35,2,1,1,LAKE MERCED BL & STATE DR,I
12-MAR-16,2243,A,F,25,2,1,3,LARKIN/EDDY,J
12-MAR-16,2245,A,M,43,1,1,2,PACHECO ST & 20TH AVE,I
12-MAR-16,2245,B,M,58,2,1,3,EDDY/FILLMORE,E
12-MAR-16,2255,A,F,35,2,1,2,LAGUNA HONDA AVE/CLARENDON,F
12-MAR-16,2259,A,M,25,1,1,2,CLEMENT ST & 30TH AVE,G
12-MAR-16,2300,A,M,26,1,1,2,COLUMBUS AND JONES ST,A
12-MAR-16,2300,B,M,25,2,2,3,24TH & MICHIGAN,C
12-MAR-16,2300,O,M,41,1,1,3,1531 MISSION ST,B
12-MAR-16,2300,W,F,19,1,1,2,CASTRO/16TH,F
12-MAR-16,2302,A,M,66,2,1,3,VICENTE ST & SUNSET BL,I
12-MAR-16,2310,A,M,24,1,1,2,NORIEGA ST & 27TH ST,I
12-MAR-16,2316,O,M,29,1,1,2,GREEN ST. & MASON ST.,A
12-MAR-16,2320,A,F,23,1,1,2, OCEAN AV & SAN LEANDRO WY,I
12-MAR-16,2320,O,M,24,2,1,2,VALLEJO AND COLUMBUS,A
12-MAR-16,2320,W,F,37,2,1,2,BRYANT ST @ 13TH ST,D
12-MAR-16,2330,O,M,60,2,1,3,HOFF AND 17TH,D
12-MAR-16,2335,W,M,32,1,1,2,17TH/DIAMOND,F
12-MAR-16,2338,W,M,25,1,1,3,HAYES & MASONIC,F
12-MAR-16,2340,A,M,60,2,1,2,CESAR CHAVEZ BLVD & TENNESSEE ST,C
12-MAR-16,2350,H,M,41,2,1,2,GREEN ST & COLUMBUS AVE,A
12-MAR-16,2359,A,F,25,2,1,3,14TH ST/BELCHER,F
13-MAR-16,0004,H,M,21,1,1,2,ELLIS ST & TAYLOR ST,A
13-MAR-16,0005,A,M,24,1,1,1,NORIEGA ST & 27TH AVE,I
13-MAR-16,0010,A,M,30,2,1,3,INNES/NEWHALL,C
13-MAR-16,0010,H,F,29,1,1,3,8TH ST & MINNA ST,J
13-MAR-16,0010,W,M,36,1,1,2,GRANT/COLUMBUS,A
13-MAR-16,0015,A,M,23,1,1,2,NORIEGA ST & 30TH AVE,I
13-MAR-16,0017,B,M,45,2,1,2,OAKDALE AVE & RANKIN ST,C
13-MAR-16,0025,B,F,29,1,1,2,VALLEJO/MONTGOMERY CA/7PDW630,A
13-MAR-16,0028,H,M,30,2,2,3,TAYLOR/EDDY,J
13-MAR-16,0031,W,M,31,1,1,2,MASON ST. & VALLEJO ST.,A
13-MAR-16,0035,W,M,23,1,1,3,7TH & STEVENSON,J
13-MAR-16,0039,H,M,18,1,1,2,RANDOLPH ST & VICTORIA AV,I
13-MAR-16,0040,A,M,21,1,1,2,VICENTE ST & 22ND AV,I
13-MAR-16,0051,B,M,56,1,1,3,BROADWAY ST & COLUMBUS ST 1,A
13-MAR-16,0100,A,M,19,2,1,3,CALIFORNIA ST & SCOTT ST,G
13-MAR-16,0100,O,F,22,1,1,2,1495 WALLACE,C
13-MAR-16,0110,W,F,37,2,1,2,PINE @ LARKIN,A
13-MAR-16,0128,A,M,32,1,1,3,JUDAH/12TH AVE,I
