Date of Stop ,Time Of Stop ,Race,Sex,Age,ReasonForStop,ResultsOfSearch,ResultOfStop,Location of Stop ,District
03-AUG-16,0900,W,F,69,1,1,2,FULTON/PIERCE ,E
03-AUG-16,0912,W,M,32,1,1,2,251 MONTEREY,H
03-AUG-16,0915,W,M,31,2,1,3,VALENCIA ST & BROSNAN,D
03-AUG-16,0923,W,M,42,1,1,2,FULTON ST AND STEINER ST,E
03-AUG-16,0925,A,F,37,1,1,2,SAN BRUNO AT BACON,C
03-AUG-16,0926,W,M,69,1,1,2,415 MONTEREY ,H
03-AUG-16,0930,W,M,26,1,1,3,BUSH ST & POWELL ST,A
03-AUG-16,0942,W,M,34,1,1,2,351 MONTEREY ,H
03-AUG-16,0949,A,M,64,1,1,2,2480 SAN BRUNO,C
03-AUG-16,1000,A,F,78,1,1,2,IRVING ST. & 25TH AVE.,I
03-AUG-16,1000,W,F,24,1,1,2,23RD AVE & JUDAH ST.,I
03-AUG-16,1002,A,M,27,1,1,2,235 MONTEREY,H
03-AUG-16,1020,H,M,63,1,1,2,OCEAN & EASTWOOD,I
03-AUG-16,1029,A,F,42,1,1,3,LAKE/6TH,G
03-AUG-16,1037,W,F,55,1,1,3,LAKE ST & 9TH AVE,G
03-AUG-16,1045,A,M,26,1,1,3,BADEN @ CIRCULAR,H
03-AUG-16,1045,W,F,32,1,1,3,LAKE ST & 9TH AVE,G
03-AUG-16,1055,W,M,26,1,1,3,19TH AVE & RIVERA,I
03-AUG-16,1105,W,M,25,1,1,2,FULTON & 6TH AVE,G
03-AUG-16,1115,W,M,58,1,1,2,FULTON & 3RD AVE,G
03-AUG-16,1124,H,M,36,1,1,3,856 FELTON ST,C
03-AUG-16,1128,A,M,30,1,1,2,SILVER AVE. & PRINCATON ST.,C
03-AUG-16,1130,A,F,61,1,1,2,BAY ST & LAGUNA ST,E
03-AUG-16,1130,A,M,54,1,1,3,SILVER AVE. & COLBY ST. ,C
03-AUG-16,1130,W,M,59,1,1,2,JUNIPERO SERRA & ESTERO,I
03-AUG-16,1135,H,F,21,1,1,3,WINSTON & JUNIPERO SERRA BLVD,I
03-AUG-16,1135,W,F,49,1,1,2,FULTON & 2ND AVE,G
03-AUG-16,1140,H,M,26,1,1,2,874 SILVER AVENUE,C
03-AUG-16,1147,W,M,30,1,1,2,FULTON & 8TH AVE,G
03-AUG-16,1153,H,F,39,2,1,2,278 FARALLONES,I
03-AUG-16,1153,W,M,31,1,1,2,31ST AVE. & NORIEGA ST.,I
03-AUG-16,1156,W,M,37,1,1,2,COLUMBUS/GREEN,A
03-AUG-16,1159,W,M,25,1,1,2,FULTON & 5TH,G
03-AUG-16,1200,W,F,17,1,1,3,LAWTON & 11TH AVE,I
03-AUG-16,1202,A,M,53,1,1,2,BRANNAN & 8TH STREET,B
03-AUG-16,1207,O,M,59,1,1,2,45TH AVE & IRVING,I
03-AUG-16,1207,W,M,67,1,1,3,367 MONTEREY BLVD.,H
03-AUG-16,1210,W,M,45,1,1,2,15TH ST/ALBION ,D
03-AUG-16,1214,W,M,52,1,1,3,FULTON & 6TH AVE,G
03-AUG-16,1218,A,M,49,1,1,2,215 MONTEREY BLVD.,H
03-AUG-16,1220,H,M,30,1,1,3,JEFFERSON ST & PRADO ST,E
03-AUG-16,1230,W,M,50,1,1,3,BAY AND LAGUNA,E
03-AUG-16,1252,W,M,46,1,1,2,FRANKLIN ST & ELLIS ST,E
03-AUG-16,1255,A,F,37,1,1,2,ATHENS ST/ ROLPH ST,H
03-AUG-16,1255,W,M,41,2,1,2,11TH AV & CLEMENT ST,G
03-AUG-16,1304,A,F,42,2,1,3,CLEMENT ST & FUNSTON AV,G
03-AUG-16,1305,W,F,65,1,1,3,25TH AVE & TARAVAL ST ,I
03-AUG-16,1312,W,F,28,1,1,2,FULTON & 4TH AVE,G
03-AUG-16,1314,H,M,28,2,1,2,481 MINNA ST.,B
03-AUG-16,1314,W,M,41,1,1,2,1800 FRANKLIN ST,E
03-AUG-16,1320,O,M,35,2,1,3,MISSION & 26TH,H
03-AUG-16,1322,O,M,29,1,1,2,GOLDEN GATE & STEINER,E
03-AUG-16,1325,W,F,32,1,1,2,EUCLID AV & PARKER AV,G
03-AUG-16,1335,W,F,56,1,1,3,FULTON & 6TH AVE,G
03-AUG-16,1340,W,M,55,1,1,2,1800 CHESTNUT ST,E
03-AUG-16,1342,W,F,50,1,1,2,EDDY/VAN NESS,E
03-AUG-16,1342,W,M,36,1,1,2,WEBSTER & ELLIS ,E
03-AUG-16,1343,B,M,20,1,0,2,MCALLISTER ST & LEAVENWORTH ST,J
03-AUG-16,1345,W,M,68,1,1,2,GEARY BL & 11TH AV,G
03-AUG-16,1347,H,M,45,1,1,2,EUCLID & COMMONWEALTH,G
03-AUG-16,1348,W,F,63,1,1,2,EUCLID & PARKER,G
03-AUG-16,1350,A,F,23,2,1,3,ONONDAGA & ALEMANY,H
03-AUG-16,1358,H,F,32,1,1,3,200 BLK SILLIMAN ST,C
03-AUG-16,1358,W,F,29,1,1,2,FULTON & ARGUELLO,G
03-AUG-16,1405,H,F,32,1,1,3,50 SILLIMAN,C
03-AUG-16,1411,O,F,46,1,1,2,50 SILLIMAN,C
03-AUG-16,1415,O,F,28,1,2,2,CRESCENT AVE&BANKS ST,H
03-AUG-16,1415,W,F,30,1,1,2,BALBOA @ 5TH AVE,G
03-AUG-16,1415,W,F,30,1,1,3,WEBSTER AND TURK,E
03-AUG-16,1420,O,F,36,1,1,2,100 HAMILTON,C
03-AUG-16,1425,W,M,45,1,1,2,EDDY ST & GOUGH ST,E
03-AUG-16,1430,H,F,27,1,1,2,ASHBURY ST & FREDERICK ST,F
03-AUG-16,1430,W,M,29,2,1,3,HYDE & FULTON,E
03-AUG-16,1433,A,F,44,1,1,2, 2625 SAN BRUNO,C
03-AUG-16,1435,O,M,25,1,1,3,10TH AVE & BALBOA ST,G
03-AUG-16,1438,A,M,62,1,1,2,856 FELTON ST.,C
03-AUG-16,1440,W,F,69,1,1,2,WB BALBOA & 3RD,G
03-AUG-16,1445,W,M,45,1,1,3,6TH AVE & FULTON ST,G
03-AUG-16,1450,W,F,49,1,1,2,WB BALBOA & 3RD,G
03-AUG-16,1453,W,M,47,1,1,2,LARKIN & FULTON,E
03-AUG-16,1500,O,M,53,1,1,2,1900 FRANKLIN ST,E
03-AUG-16,1536,A,M,43,1,1,2,1900 FRANKLIN ST,E
03-AUG-16,1536,O,M,43,1,1,2,1900 FRANKLIN ST,E
03-AUG-16,1602,W,M,73,1,1,2,POST ST & GOUGH ST,E
03-AUG-16,1620,A,F,35,1,1,2,1800 FRANKLIN ST,E
03-AUG-16,1625,H,M,38,4,6,1,18TH ST. & SOUTH VAN NESS AVENUE,D
03-AUG-16,1635,W,F,52,1,1,3,FREDERICK ST & STANYAN ST,F
03-AUG-16,1635,W,F,55,1,1,3,EUREKA/18TH,F
03-AUG-16,1641,A,M,37,1,1,2,1900 PINE ST,E
03-AUG-16,1655,W,M,48,2,1,3,17TH ST/COLE ST,F
03-AUG-16,1700,H,F,24,2,1,2,11TH ST. & MINNA ST.,B
03-AUG-16,1703,W,M,28,1,1,2,1850 PINE ST,E
03-AUG-16,1705,W,M,46,1,1,2,14TH AVENUE & ANZA,G
03-AUG-16,1710,W,F,32,2,1,3,GOLDEN GATE AVE AND FRANKLIN ST,E
03-AUG-16,1720,W,M,43,1,1,2,CABRILLO & FUNSTON,G
03-AUG-16,1730,W,M,65,1,1,2,FUNSTON & CABRILLO,G
03-AUG-16,1740,W,M,42,1,1,2,FUNSTON & ANZA,G
03-AUG-16,1744,W,F,40,2,1,3,BRANNAN AND 6TH,B
03-AUG-16,1745,W,M,22,1,1,2,1800 FRANKLIN ST,E
03-AUG-16,1749,B,M,57,2,1,2,SAN JOSE & COLONIAL ,H
03-AUG-16,1750,H,M,53,1,1,2,ALEMANY BLVD AND NIAGRIA AVE,H
03-AUG-16,1750,W,F,50,2,1,2,MARKET ST & CHURCH ST,F
03-AUG-16,1750,W,M,29,1,1,2,FUNSTON & CABRILLO,G
03-AUG-16,1800,O,F,62,2,1,3,1940 ANZA ST,G
03-AUG-16,1800,W,F,39,1,1,2,1800 FRANKLIN ST,E
03-AUG-16,1810,W,F,36,2,1,2,BERNICE ROGERS WAY AT MLK DRIVE,G
03-AUG-16,1819,O,M,25,2,1,2,MT VERNON & MISSION ST,H
03-AUG-16,1820,W,F,54,2,1,2,N/B GREAT HIGHWAY AT FULTON ST,G
03-AUG-16,1828,B,M,20,2,0,2,6TH AND HOWARD,B
03-AUG-16,1828,W,M,22,1,1,3,FREDERICK ST & DELMAR ST,F
03-AUG-16,1830,H,M,36,1,1,2,20 POPE ST,H
03-AUG-16,1834,W,M,25,2,1,3,JONES AT GOLDEN GATE,J
03-AUG-16,1837,B,M,38,1,1,3,1995 CHESTNUT,E
03-AUG-16,1840,A,M,20,1,1,2,FREDERICK & ARGUELLO,F
03-AUG-16,1843,B,M,40,2,1,3,MT VERNON & SAN JOSE,H
03-AUG-16,1845,B,M,54,2,1,2,CARROLL & BAYSHORE,C
03-AUG-16,1850,B,M,30,1,1,3,E/B GEARY BLVD AT BEAUMONT,G
03-AUG-16,1905,W,F,50,2,1,3,FLORIDA/DIVISION,D
03-AUG-16,1916,A,M,26,2,1,3,GEARY BL&10TH AV,G
03-AUG-16,1919,O,M,22,2,1,2,N/B WEBSTER & GROVE ST,E
03-AUG-16,1920,W,F,25,1,1,2,11TH AVE AND GEARY BLVD,G
03-AUG-16,1921,W,M,30,1,1,2,2415 VAN NESS ST,E
03-AUG-16,1930,A,M,39,2,1,2,N/B 12TH AVE AT CALFORNIA ST,G
03-AUG-16,1940,W,F,35,2,1,3,HARRISON ST & 17TH ST,D
03-AUG-16,1941,B,M,46,1,1,2,LOWER DOMESTIC LOOP TAXI ENTRANCE,S
03-AUG-16,1952,W,F,59,1,1,2,LAKE&10TH AV,G
03-AUG-16,1956,A,M,54,1,1,2,POWELL & FILBERT ,A
03-AUG-16,2000,A,F,41,2,1,2,WALLER ST & COLE ST,F
03-AUG-16,2010,B,F,56,2,1,2,BAYSHORE & CORTLAND,C
03-AUG-16,2013,B,M,50,1,1,2,101 SB OFF RAMP @ MILLBRAE AVE,S
03-AUG-16,2018,H,F,36,1,1,2,E/B NORTHPOINT/POLK ST,A
03-AUG-16,2018,O,M,60,1,1,2,SUTTER/MASON,A
03-AUG-16,2030,B,M,40,1,1,2,LOMBARD AT LEAVENWORHT,A
03-AUG-16,2032,W,F,27,1,1,2,SUTTER/MASON,A
03-AUG-16,2040,A,F,50,1,1,2,BATTERY ST & VALLEJO ST,A
03-AUG-16,2041,H,M,36,1,1,2,LARKIN AT LOMBARD,A
03-AUG-16,2055,W,M,49,1,1,2,VAN NESS/UNION,E
03-AUG-16,2120,W,M,22,2,1,2,POST & STOCKTON,J
03-AUG-16,2122,B,M,62,1,1,2,3RD ST. & OAKDALE AVE.,C
03-AUG-16,2125,W,M,35,2,1,3,BATTERY ST AT CALIFORNIA ST,A
03-AUG-16,2133,A,M,46,1,1,3,3RD AND MARKET,B
03-AUG-16,2140,O,M,34,1,1,2,CHARLES J BREHNAM & MARKET ST.,J
03-AUG-16,2149,H,M,23,6,2,3,94 DANTON ST,H
03-AUG-16,2203,B,M,58,1,1,2,HOWARD ST & 10TH ST,B
03-AUG-16,2210,B,F,40,2,1,3,65 9TH ST,J
03-AUG-16,2213,B,M,45,1,0,2,ANZA ST. & PARKER AVE,G
03-AUG-16,2214,H,M,23,1,1,2,4TH AVE AT CLEMENT ST,G
03-AUG-16,2215,W,M,63,1,1,2,569 VALENCIA ST.,D
03-AUG-16,2220,O,M,38,1,1,3,COLUMBUS AVE & FILBERT ST,A
03-AUG-16,2222,W,M,25,2,1,2,"UPPER LEVEL T1, DOOR 1",S
03-AUG-16,2230,A,M,58,1,1,2,18TH ST. & SAN CARLOS ST. ,D
03-AUG-16,2240,B,M,40,4,0,5,217 EDDY ST,J
03-AUG-16,2250,O,M,40,2,1,2,CALIFORNIA ST & STOCKTON ST,A
03-AUG-16,2314,B,M,60,2,1,3,8TH AVE & GEARY BLVD,G
03-AUG-16,2315,O,M,40,2,1,3,SHIPLEY & 5TH ST,B
03-AUG-16,2320,H,M,27,1,1,2,4TH ST @ KING ST,B
03-AUG-16,2327,B,M,27,2,0,5,30 MASON ST,J
03-AUG-16,2327,H,F,33,1,1,2,BATTERY ST & PACIFIC ST ,A
03-AUG-16,2330,H,M,20,1,1,2,GEARY & 14TH AVE,G
03-AUG-16,2330,W,M,27,1,1,3,DIVISION ST. & HENRY ADAMS,B
03-AUG-16,2340,A,M,45,1,1,3,BATTERY ST & PACIFIC ST ,A
03-AUG-16,2345,B,F,42,2,1,2,EDDY & TAYLOR ,J
03-AUG-16,2354,H,F,32,2,1,2,TERRA VISTA AVE & ENCANTO AVE,F
03-AUG-16,2358,W,M,50,2,1,3,BATTERY/ BROADWAY ,A
04-AUG-16,0001,W,F,32,2,1,2,11TH AVE AND GEARY BLVD,G
04-AUG-16,0010,W,M,22,2,1,2,GEARY & STEINER,G
04-AUG-16,0015,W,M,24,1,1,2,POST ST & LARKIN ST,E
04-AUG-16,0017,W,M,25,1,1,2,BROADWAY/SANSOME ,A
04-AUG-16,0025,H,M,40,1,1,3,BATTERY STREET AT PACIFIC AVE,A
04-AUG-16,0029,H,F,22,2,1,3,GEARY & 5TH AVE,G
04-AUG-16,0040,H,F,54,2,1,2,65 BATTERY ST,A
04-AUG-16,0045,H,M,42,4,1,3,18TH ST & FOLSOM ST,D
04-AUG-16,0048,H,M,42,2,1,2,PARIS ST & ROLPH ST,H
04-AUG-16,0050,W,F,32,2,1,3,4TH AVE AND GEARY BLVD,G
04-AUG-16,0052,O,M,28,2,0,3,VISATACION AVE & HAHN ST,H
04-AUG-16,0100,A,M,69,1,1,2,MONTEREY & ACADIA,H
04-AUG-16,0110,W,M,43,2,1,2,KEZAR & LINCOLN,F
04-AUG-16,0111,H,M,56,1,1,2,100 MONTGOMERY,A
04-AUG-16,0116,W,M,28,1,1,2,16TH AND GUERRORO,D
04-AUG-16,0150,O,M,28,1,1,2,LARKIN ST. & PINE ST,E
04-AUG-16,0155,W,F,35,2,1,3,BROADWAY & KEARNY ST,A
04-AUG-16,0210,H,M,39,2,1,2,GENEVA AVE. & BANNOCK ST.,H
04-AUG-16,0216,H,F,25,2,1,3,BAYSHORE BLVD & INDUSTRIAL ST,C
04-AUG-16,0220,H,M,23,1,1,3,2134 MARKET,F
04-AUG-16,0325,W,F,40,2,1,3,SUTTER/GRANT,A
04-AUG-16,0333,H,M,33,2,1,2,EDDY ST & LEAVENWORTH ST ,J
04-AUG-16,0347,W,M,25,2,5,2,LARKIN ST & SUTTER ST,A
04-AUG-16,0350,B,M,56,1,1,2,9TH ST & RINGOLD ST,B
04-AUG-16,0350,W,M,43,1,1,2,41ST AVENUE AT LINCOLN ,I
04-AUG-16,0431,B,M,20,2,1,2,"POLK ST & O""FARRELL ST",E
04-AUG-16,0520,B,M,35,2,3,2,21ST ST  & FLORIDA ST.,D
04-AUG-16,0727,W,F,61,1,1,2,23RD ST. AND NOE ST.,D
04-AUG-16,0735,B,M,45,1,1,2,BAY ST & EMBARCADERO NORTH,A
04-AUG-16,0735,W,M,56,1,1,2,8TH ST & MISSION ST,J
04-AUG-16,0830,O,M,30,1,1,2,EDDY ST & WEBSTER ST,E
04-AUG-16,0834,A,M,72,1,1,2,123 LOMMIS ST.,C
04-AUG-16,0838,B,F,43,1,1,2,NEW MONTGOMERY ST. & MARKET ST.,A
04-AUG-16,0900,O,F,60,1,1,3,100 13TH ST,B
04-AUG-16,0915,W,M,51,1,1,2,236 8TH ST,B
04-AUG-16,0935,W,M,66,1,1,2,LARKIN AND FULTON ST,J
04-AUG-16,0953,A,M,51,1,1,2,650 MONTEREY BLVD,H
04-AUG-16,1010,W,M,76,1,1,2,167 MONTEREY BLVD,H
04-AUG-16,1020,W,M,57,2,1,3,DUBOSE/10TH ST,B
04-AUG-16,1041,H,M,26,1,1,2,MARKET ST. & NEW MONTGOMERY ST.,A
04-AUG-16,1050,A,F,53,1,1,2,LOMBARD ST & EMBARCADERO ST,A
04-AUG-16,1053,A,M,44,1,1,2,391 MONTEREY BLVD,H
04-AUG-16,1053,H,M,27,1,1,2,391 MONTEREY BLVD,H
04-AUG-16,1100,O,M,34,1,1,2,15TH ST & SHARON ST,D
04-AUG-16,1104,A,M,51,1,1,2,CLAY ST & MONTGOMERY ST.,A
04-AUG-16,1111,W,M,23,1,1,2,636 MONTEREY BLVD,H
04-AUG-16,1116,A,M,40,1,1,3,GRANT ST & WASHINGTON DT,A
04-AUG-16,1128,W,M,65,1,1,2,281 MONTEREY BLVD,H
04-AUG-16,1136,A,M,46,2,1,2,SANSOME ST & PINE ST,A
04-AUG-16,1144,O,M,35,1,1,2,636 MONTEREY BLVD.,H
04-AUG-16,1145,A,M,35,2,1,3,466 TOWNSEND ,B
04-AUG-16,1202,O,M,24,1,1,2,1035 MARKET ST,J
04-AUG-16,1220,A,M,68,1,1,2,WALLER ST. & CLAYTON ST.,F
04-AUG-16,1222,B,F,62,1,1,3,1800 FRANKLIN ST,E
04-AUG-16,1222,B,F,62,2,1,2,1800 FRANKLIN ST,E
04-AUG-16,1226,B,M,52,1,1,3,281 MONTEREY BLVD,H
04-AUG-16,1228,W,F,32,1,1,2,GOLDEN GATE AVE. & FRANKLIN ST.,F
04-AUG-16,1228,W,M,53,2,1,2,16TH ST & KANSAS ST,B
04-AUG-16,1229,W,M,43,2,1,3,POLK & HAYES,J
04-AUG-16,1235,W,F,72,1,1,2,259 MONTEREY BLVD,H
04-AUG-16,1237,O,M,47,1,1,2,1830 PINE ST,E
04-AUG-16,1246,B,M,41,1,1,2,5TH/HARRISON,B
04-AUG-16,1253,O,M,43,1,1,2,818 MONTEREY BLVD,H
04-AUG-16,1300,H,M,35,1,3,2,MISSION ST AND 21ST ST,D
04-AUG-16,1300,W,M,20,1,1,3,LAGUNA ST AT CLEARY ST,E
04-AUG-16,1305,O,M,44,1,1,3,1800 FRANKLIN ST,E
04-AUG-16,1305,O,M,44,2,1,2,1800 FRANKLIN ST,E
04-AUG-16,1310,W,M,58,2,1,2,5TH/FOLSOM ST,B
04-AUG-16,1313,W,M,33,1,1,2,N/B OCTAVIA & HICKORY ST,E
04-AUG-16,1313,W,M,33,1,1,2,S/B OCTAVIA BLVD & HICKORY ST,E
04-AUG-16,1320,A,M,30,2,1,2,LINCOLN AVE. & 8TH AVE.,I
04-AUG-16,1320,H,M,30,1,0,3,17TH ST AND CAPP ST,D
04-AUG-16,1321,B,F,50,2,1,2,24TH STREET & FLORIDA STREET,D
04-AUG-16,1326,A,M,57,1,2,2,29THAV/TARAVAL,I
04-AUG-16,1328,W,M,29,2,1,2,MARKET ST & OCTAVIA ST,E
04-AUG-16,1332,W,M,30,1,1,2,1700 FRANKLIN ST,E
04-AUG-16,1334,A,M,40,1,1,3,NEW MONTGOMERY ST. & MISSION ST.,A
04-AUG-16,1340,O,F,48,1,1,2,N/B OCTAVIA BLVD & OAK ST,E
04-AUG-16,1340,W,M,25,1,1,3,ELLES ST & WEBSTER ST,E
04-AUG-16,1346,B,M,20,2,0,3,9 HARBOR RD,C
04-AUG-16,1355,H,M,32,1,1,2,1290 CHESTNUT ST,E
04-AUG-16,1357,O,M,35,1,1,2,TURK/POLK,E
04-AUG-16,1400,W,M,35,1,1,3,RANKIN AND EVANS,C
04-AUG-16,1401,H,M,30,1,1,3,2400 3RD ST,C
04-AUG-16,1405,B,M,62,1,1,3,COLUMBUS/BROADWAY,A
04-AUG-16,1410,B,F,30,1,1,3,8TH ST & BRYANT ST,B
04-AUG-16,1418,W,M,56,1,1,2,BRANNAN ST AND 7TH ST,B
04-AUG-16,1437,O,M,57,1,1,3,229 8TH ST,B
04-AUG-16,1438,B,M,33,2,1,3,LOMBARD AT JANSEN,A
04-AUG-16,1445,W,M,23,2,1,2,1420 UNION ST.,E
04-AUG-16,1450,W,M,59,1,1,3,EUCLID & HEATHER,G
04-AUG-16,1452,W,M,49,1,1,2,100 MAGNOLIA ST,E
04-AUG-16,1455,B,F,27,1,1,2,TOPEKA AND THORNTAN,C
04-AUG-16,1457,W,F,56,1,1,2,TERESITA BLV & AGUA ,H
04-AUG-16,1520,W,M,51,1,1,2,7TH & MARKET,J
04-AUG-16,1525,B,M,35,1,5,3,NEWHALL &  REVERE STREET,C
04-AUG-16,1525,O,F,42,2,1,3,UPPER T3 DOOR 13,S
04-AUG-16,1534,A,M,30,2,1,2,PARIS ST & GENEVA AVE,H
04-AUG-16,1535,B,M,36,2,1,2,UPPER T3 DOOR 10,S
04-AUG-16,1536,H,M,25,2,1,3,426 FRANCISCO,A
04-AUG-16,1537,W,M,22,1,1,2,STOCKTON ST & BROADWAY ST,A
04-AUG-16,1550,B,M,55,2,2,2,ELLIS AND LEAVENWORTH,J
04-AUG-16,1550,W,M,20,2,1,3,228 FELTON ST,C
04-AUG-16,1600,A,M,25,1,1,2,ALEMANY BL@SANTA ROSA ST,H
04-AUG-16,1630,A,M,50,5,5,5,26TH ST & HORACE ST,D
04-AUG-16,1630,B,F,60,2,1,3,UPPER T3 DOOR 7,S
04-AUG-16,1635,A,M,48,2,1,3,UPPER T3 DOOR 6,S
04-AUG-16,1635,B,M,23,1,1,2,IRVING ST & 19TH AVE,I
04-AUG-16,1645,W,M,20,1,1,3,UPLAND & APTOS,I
04-AUG-16,1646,A,M,68,1,1,2,UNION POWELL,A
04-AUG-16,1649,A,M,53,1,1,2,UNION POWELL,A
04-AUG-16,1650,W,M,31,1,1,2,UNION POWELL,A
04-AUG-16,1651,B,M,54,1,1,3,WEST GATE & MONTEREY,I
04-AUG-16,1714,H,M,19,1,9,2,SILVER AV. & GOETTINGEN ST.,C
04-AUG-16,1720,B,M,34,5,1,2,CELL PHONE WAIT LOT ,S
04-AUG-16,1725,A,M,27,1,1,2,150 MCALLISTER,J
04-AUG-16,1729,B,M,25,2,1,5,DOUBLE ROCK CT @ CAMERON WAY,C
04-AUG-16,1738,A,M,59,1,1,2,1700 FRANKLIN ST,E
04-AUG-16,1750,W,M,34,1,1,3,1800 FRANKLIN ST,E
04-AUG-16,1750,W,M,43,1,1,3,1800 FRANKLIN ST,E
04-AUG-16,1755,B,M,19,2,7,2,222 7TH STREET,B
04-AUG-16,1756,A,M,60,2,1,2,CLEMENT&6TH AV,G
04-AUG-16,1810,O,M,56,2,1,2,GOLDEN GATE & HYDE,J
04-AUG-16,1811,O,M,56,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1812,W,M,59,1,1,2,1900 FRANKLIN ST,E
04-AUG-16,1814,B,M,22,1,1,2,948 MARKET,J
04-AUG-16,1814,B,M,23,1,1,2,948 MARKET,J
04-AUG-16,1820,B,M,56,1,1,2,7TH ST & STEVENSON ST ,B
04-AUG-16,1820,B,M,60,1,1,2,3RD ST. & PALOU AVE.,C
04-AUG-16,1820,O,M,29,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1825,W,M,62,1,1,3,CESAR CHAVEZ ST & SOUTH VAN NESS AVE,D
04-AUG-16,1828,B,M,41,1,1,2,COLUMBUS AT GRANT,A
04-AUG-16,1835,W,F,27,1,1,2,1700 FRANKLIN ST,E
04-AUG-16,1845,O,M,30,2,1,2,940 POST,J
04-AUG-16,1845,W,M,41,1,1,3,COLE/GRATTON,F
04-AUG-16,1850,H,F,35,2,1,3,OTTAWA AND ELLINGTON,H
04-AUG-16,1850,H,M,31,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1850,O,M,43,1,1,2,20TH ST & GUERRERO ST,D
04-AUG-16,1854,O,M,50,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1857,A,M,29,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1904,W,F,53,5,1,3,"S HWY 101 SFO EXIT, EMERGENCY SHOULDER PARKING",S
04-AUG-16,1905,W,F,57,2,1,3,UPPER ITB DOOR 3,S
04-AUG-16,1910,W,M,33,1,1,3,MARKET ST & EUREKA ST,F
04-AUG-16,1910,W,M,40,1,1,2,HYDE/ELLIS,J
04-AUG-16,1911,A,M,37,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1911,B,M,50,1,1,3,BAKER ST & MARINA ST,E
04-AUG-16,1911,O,M,41,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1917,A,M,52,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,1923,B,F,30,2,1,3,BROADWAY ST & STOCKTON ST,A
04-AUG-16,1925,W,M,20,1,1,2,SAN BRUNO @ S. AIRPORT,S
04-AUG-16,1932,H,M,40,1,1,3,8TH ST AND FOLSOM ST,B
04-AUG-16,1935,H,F,29,2,1,2,3RD ST & BURKE,C
04-AUG-16,1940,W,M,30,2,0,3,COLUMBUS ST & GREENWHICH ST,A
04-AUG-16,1945,A,M,56,2,1,2,7TH ST  & HARRISON ST,B
04-AUG-16,1945,O,M,34,1,1,2,777 MARINA,E
04-AUG-16,1950,H,M,32,2,1,3,ARMY & 3RD ST,C
04-AUG-16,1952,W,F,61,1,1,3,CASTRO & 19TH ST,D
04-AUG-16,2000,H,F,55,2,1,2,3RD ST & 20TH ST,C
04-AUG-16,2000,H,M,31,1,1,2,GOUGH/TURK,E
04-AUG-16,2008,W,M,28,2,1,3,BRANNAN/ 6TH ST,B
04-AUG-16,2010,W,F,44,1,1,2,SHRADER ST @ ALMA ST,F
04-AUG-16,2015,B,M,19,2,0,3,GRIFFITH ST @ NAVY RD,C
04-AUG-16,2020,B,M,50,1,1,2,MILLBRAE/101 OFF RAMP,S
04-AUG-16,2025,H,M,30,1,1,3,MISSION AT 19TH,D
04-AUG-16,2025,O,M,36,1,1,2,662 GREEN ST,A
04-AUG-16,2027,A,F,48,1,1,2,SUTTER/JONES,A
04-AUG-16,2035,H,F,48,1,1,2,5TH & MINNA,J
04-AUG-16,2046,W,M,28,1,1,2,POLK ST & EDDY ST,E
04-AUG-16,2050,B,M,34,2,1,3,26TH AT FLORIDA,D
04-AUG-16,2101,A,F,22,1,1,2,POST STREET & MASON STREET,A
04-AUG-16,2115,W,M,34,1,1,2,MASON ST. & UNION ST.,A
04-AUG-16,2120,H,F,23,2,1,2,OAK/SCOTT,F
04-AUG-16,2130,W,M,27,2,1,2,245 BAYSHORE BLVD,C
04-AUG-16,2132,A,M,43,5,1,2,800 N MCDONNELL MOC TURNABOUT,S
04-AUG-16,2135,B,M,48,1,1,2,PALOU AVE. & INDUSTRIAL AVE.,C
04-AUG-16,2150,A,F,30,1,1,2,19TH AVE & JUDAH,I
04-AUG-16,2150,W,M,46,1,1,2,DUBOCE ST & PEARL ST,B
04-AUG-16,2152,O,M,27,1,1,2,MARKET/7TH,J
04-AUG-16,2158,O,M,47,2,1,2,19TH & IRVING,I
04-AUG-16,2200,O,M,49,1,1,2,20TH ST. & VALENCIA ST.,D
04-AUG-16,2205,H,M,25,5,1,3,TOPAZ & GOLDMINE,H
04-AUG-16,2205,W,M,43,2,1,2,CESAR CHAVEZ & VALENCIA,D
04-AUG-16,2212,H,M,46,2,1,2,LOWER TERMINAL 1 DOOR 12,S
04-AUG-16,2215,H,M,51,2,1,2,FELL ST & MASONIC AVE,F
04-AUG-16,2219,O,M,71,1,1,2,GEARY ST & TAYLOR ST,A
04-AUG-16,2220,A,M,33,2,1,3,8TH & JUDAH,I
04-AUG-16,2225,H,F,26,1,1,2,7TH AV & LINCOLN WAY,F
04-AUG-16,2230,O,M,22,2,1,2,LINCOLN & 5TH AVE,F
